Geo,B11016:Family households:2-person household,B11016:Family households:3-person household,B11016:Family households:4-person household,B11016:Family households:5-person household,B11016:Family households:6-person household,B11016:Family households:7-or-more person household,B11016:Nonfamily households:1-person household,B11016:Nonfamily households:2-person household,B11016:Nonfamily households:3-person household,B11016:Nonfamily households:4-person household,B11016:Nonfamily households:5-person household,B11016:Nonfamily households:6-person household,B11016:Nonfamily households:7-or-more person household,B23009:With own children of the householder under 18 years:Married-couple family:No workers,B23009:With own children of the householder under 18 years:Married-couple family:1 worker,B23009:With own children of the householder under 18 years:Married-couple family:2 workers:,B23009:With own children of the householder under 18 years:Married-couple family:3 or more workers:,B23009:With own children of the householder under 18 years:Other family:Unmarried householder:No workers,B23009:With own children of the householder under 18 years:Other family:Unmarried householder:1 worker,B23009:With own children of the householder under 18 years:Other family:Unmarried householder:2 workers,B23009:With own children of the householder under 18 years:Other family:Unmarried householder:3 or more workers,B23009:No own children of the householder under 18 years:Married-couple family:No workers,B23009:No own children of the householder under 18 years:Married-couple family:1 worker,B23009:No own children of the householder under 18 years:Married-couple family:2 workers:,B23009:No own children of the householder under 18 years:Married-couple family:3 or more workers:,B23009:No own children of the householder under 18 years:Other family:Unmarried householder:No workers,B23009:No own children of the householder under 18 years:Other family:Unmarried householder:1 worker,B23009:No own children of the householder under 18 years:Other family:Unmarried householder:2 workers,B23009:No own children of the householder under 18 years:Other family:Unmarried householder:3 or more workers,B11004:Married-couple family:With related children of the householder under 18 years:Under 6 years only,B11004:Married-couple family:With related children of the householder under 18 years:Under 6 years and 6 to 17 years,B11004:Married-couple family:With related children of the householder under 18 years:6 to 17 years only,B11004:Married-couple family:No related children of the householder under 18 years,B11004:Other family:Unmarried householder:With related children of the householder under 18 years:Under 6 years only,B11004:Other family:Unmarried householder:With related children of the householder under 18 years:Under 6 years and 6 to 17 years,B11004:Other family:Unmarried householder:With related children of the householder under 18 years:6 to 17 years only,B11004:Other family:Unmarried householder:No related children of the householder under 18 years,B11012:Two-partner household:With children of the householder under 18 years,B11012:Two-partner household:With no children of the householder under 18 years,B11012:Single householder:Living alone,B11012:Single householder:With own children under 18 years,"B11012:Single householder:With relatives, no own children under 18 years",B11012:Single householder:With only nonrelatives present,B09018:,B09018:Grandchild,B09021:18 to 34 years:Lives alone,B09021:18 to 34 years:Householder living with partner or partner of householder,B09021:18 to 34 years:Child of householder,B09021:18 to 34 years:Other relatives,B09021:18 to 34 years:Other nonrelatives,B09021:35 to 64 years:Lives alone,B09021:35 to 64 years:Householder living with partner or partner of householder,B09021:35 to 64 years:Child of householder,B09021:35 to 64 years:Other relatives,B09021:35 to 64 years:Other nonrelatives,B09021:65 years and over:Lives alone,B09021:65 years and over:Householder living with partner or partner of householder,B09021:65 years and over:Other relatives,B09021:65 years and over:Other nonrelatives,B19001:q1_1,B19001:q1_2,B19001:q1_3,B19001:q2,B19001:q3,B19001:q4,B19001:q5,B22010:Household received Food Stamps/SNAP in the past 12 months:,C24030:AGR_EXT,C24030:CON,C24030:MFG,C24030:WHL,C24030:RET,C24030:TRN_UTL,C24030:INF,C24030:FIN,C24030:PRF,C24030:EDU,C24030:MED,C24030:ENT_art,C24030:ENT_food,C24030:SRV,C24030:ADM_MIL,B25006:Householder who is Black or African American alone,B11001H:Householder white non-hispanic,B11001I:Householder hispanic any race
450830213023,227,98,82,37,6,0,60,0,0,0,0,0,0,0,26,127,0,6,0,0,0,38,74,118,14,0,9,38,0,0,61,92,244,0,6,0,47,153,244,60,6,47,0,341,0,0,45,115,0,0,0,521,29,26,0,60,229,27,0,6,23,43,46,121,51,220,0,0.0,81.0,54.0,36.0,64.0,27.0,8.0,38.0,134.0,60.0,125.0,15.0,18.0,37.0,16.0,7,489,0
450830213022,40,6,34,0,10,0,36,6,0,0,0,0,0,0,13,11,10,0,0,0,0,18,28,0,0,0,0,0,10,24,0,10,46,10,0,0,0,34,46,36,0,10,6,73,11,0,46,42,0,0,0,27,8,10,0,36,85,13,14,13,8,19,6,48,22,16,13,0.0,8.0,17.0,0.0,30.0,0.0,0.0,0.0,23.0,0.0,12.0,10.0,46.0,0.0,0.0,0,119,13
450830217003,160,218,53,19,57,0,191,9,0,0,0,0,0,0,32,19,0,10,217,36,0,33,53,39,0,0,23,34,11,32,0,41,103,138,98,35,60,113,134,191,201,59,9,688,65,37,183,168,173,0,130,243,26,128,24,24,71,17,0,129,200,119,187,72,0,0,297,0.0,0.0,244.0,0.0,52.0,46.0,24.0,8.0,59.0,33.0,134.0,1.0,149.0,14.0,74.0,517,140,50
450830212003,134,18,62,22,7,0,259,80,21,0,0,0,0,0,17,83,0,0,10,0,0,11,15,66,0,31,0,10,0,35,46,19,92,0,0,10,41,100,172,259,10,41,21,242,0,39,225,70,0,80,88,297,0,20,0,132,36,31,0,21,52,115,119,202,58,36,44,2.0,0.0,54.0,49.0,56.0,8.0,0.0,20.0,83.0,124.0,172.0,10.0,29.0,0.0,38.0,39,541,0
450830212002,154,80,49,33,0,0,168,7,0,0,0,0,0,0,7,111,15,0,10,6,0,41,17,75,0,28,0,6,0,45,16,72,133,10,0,6,34,133,140,168,16,34,0,267,0,48,80,10,0,0,84,306,13,50,0,36,153,58,0,35,37,24,85,146,61,103,26,0.0,32.0,114.0,16.0,31.0,0.0,0.0,77.0,52.0,54.0,92.0,24.0,17.0,65.0,10.0,7,484,7
450830203012,49,8,0,0,0,0,124,0,0,0,0,0,0,0,8,0,0,0,12,0,0,6,0,9,0,6,16,0,0,8,0,0,15,12,0,0,22,8,15,124,12,22,0,20,0,0,26,0,19,0,76,23,0,43,0,48,0,0,0,50,69,46,16,0,0,0,85,0.0,0.0,22.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,22.0,0.0,0.0,120,47,0
450830203013,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,5,16,5,0,0,0,0,17,0,0,0,9,0,0,0,39,0,9,0,0,5,0,0,0,0,0,0,21,0,0,0,0.0,0.0,3.0,0.0,15.0,0.0,0.0,1.0,5.0,27.0,1.0,2.0,13.0,6.0,6.0,21,0,0
450830204002,29,48,35,6,0,12,69,15,0,0,0,0,0,0,0,0,7,6,33,16,0,6,6,6,7,7,20,10,6,0,7,13,12,0,5,50,43,12,25,69,50,43,15,171,31,0,0,29,44,15,42,58,74,79,22,27,18,53,0,16,68,22,74,28,0,6,60,0.0,7.0,101.0,6.0,38.0,21.0,0.0,6.0,1.0,14.0,28.0,0.0,25.0,0.0,0.0,164,34,16
450830213033,92,81,50,13,0,0,390,32,0,0,0,0,0,0,13,29,21,0,24,13,0,21,19,32,17,27,20,0,0,13,29,21,89,0,0,37,47,87,97,390,13,47,24,154,0,96,143,52,0,5,206,140,26,97,53,88,88,37,0,20,74,197,209,83,44,31,13,0.0,0.0,81.0,40.0,95.0,34.0,0.0,45.0,51.0,33.0,147.0,44.0,119.0,30.0,0.0,71,522,0
450830213034,101,91,11,40,0,0,115,19,0,0,0,0,0,0,22,0,40,0,71,0,0,32,55,9,0,0,14,0,0,22,11,29,96,0,0,71,14,62,115,115,71,14,0,263,0,0,66,39,0,0,43,173,0,114,0,72,108,14,0,16,32,39,198,69,0,23,11,0.0,16.0,3.0,9.0,69.0,51.0,0.0,39.0,49.0,26.0,87.0,0.0,50.0,11.0,0.0,63,314,0
450830213035,258,18,37,41,0,0,249,0,0,0,0,0,0,0,0,60,0,0,16,0,0,128,103,45,0,2,0,0,0,21,0,39,276,0,2,16,0,76,276,249,0,2,0,208,4,90,39,10,2,17,31,330,3,0,0,128,341,2,0,19,22,66,133,195,133,35,21,0.0,0.0,47.0,70.0,17.0,0.0,16.0,19.0,71.0,81.0,42.0,0.0,30.0,0.0,0.0,7,515,48
450830206021,270,104,66,51,9,0,307,21,6,0,0,0,0,0,11,45,9,15,59,3,0,36,54,116,31,4,14,79,24,11,5,61,225,56,27,13,102,87,258,307,55,121,6,380,38,127,206,236,90,24,125,333,44,104,6,55,145,43,0,46,59,139,398,133,56,3,79,0.0,30.0,352.0,10.0,170.0,89.0,42.0,16.0,64.0,97.0,141.0,17.0,85.0,30.0,29.0,376,359,51
450830213021,145,34,30,13,10,0,104,13,0,0,0,0,0,0,0,20,10,0,57,0,13,27,24,43,5,26,7,0,0,14,0,16,99,22,15,40,26,43,112,104,57,33,0,190,17,18,46,46,0,13,59,160,46,65,0,27,104,25,0,10,0,66,103,90,73,7,0,0.0,13.0,69.0,0.0,39.0,0.0,0.0,0.0,74.0,59.0,70.0,17.0,40.0,38.0,16.0,0,325,24
450830218023,10,13,24,8,0,0,0,10,0,0,0,0,0,0,0,0,0,8,13,15,0,10,0,0,9,0,0,0,0,0,0,0,19,0,13,23,0,8,19,0,28,0,10,68,0,0,0,52,13,13,0,37,0,15,0,0,20,0,23,21,20,0,15,0,9,0,31,0.0,0.0,0.0,28.0,12.0,0.0,13.0,9.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0,28,37
450830218022,116,80,116,23,76,9,191,9,0,13,5,0,0,0,27,59,20,94,64,0,0,52,10,32,6,10,13,24,9,27,40,45,94,36,91,49,38,162,109,191,102,56,18,714,34,11,279,106,74,41,162,222,79,127,0,18,18,19,43,141,188,151,120,38,0,0,180,0.0,112.0,170.0,10.0,63.0,36.0,0.0,38.0,91.0,8.0,49.0,0.0,44.0,66.0,19.0,54,382,151
450830219012,112,87,149,32,17,18,114,0,0,0,0,0,0,0,55,66,18,0,46,0,0,16,6,73,0,0,73,44,18,0,76,63,95,0,17,76,88,178,110,114,7,120,0,511,140,16,131,348,61,0,49,375,45,79,0,49,88,48,0,65,33,96,245,62,28,0,109,0.0,38.0,153.0,0.0,175.0,49.0,61.0,0.0,127.0,33.0,45.0,51.0,34.0,95.0,0.0,194,250,52
450830219011,51,25,17,77,16,0,177,0,0,0,0,0,0,0,0,59,0,0,0,18,0,0,51,0,33,0,0,25,0,0,51,24,68,8,18,0,17,59,84,177,18,25,0,229,58,0,68,68,18,0,127,109,63,66,0,50,104,22,0,0,125,69,92,41,36,0,59,0.0,109.0,112.0,8.0,44.0,0.0,0.0,0.0,59.0,17.0,0.0,0.0,59.0,0.0,0.0,59,304,0
450830219022,173,74,18,27,0,0,29,0,0,0,0,0,0,0,18,0,47,0,0,0,0,56,47,76,34,14,0,0,0,0,0,65,213,0,0,14,0,65,213,29,0,14,0,122,0,0,0,52,34,33,12,303,0,0,0,17,245,14,0,11,0,34,33,103,87,53,0,0.0,13.0,68.0,0.0,86.0,8.0,0.0,71.0,46.0,32.0,61.0,29.0,20.0,27.0,0.0,0,277,10
450830219021,298,211,29,38,6,0,215,9,0,0,0,0,0,0,16,84,66,0,21,0,0,49,87,57,39,68,37,52,6,63,0,119,216,25,0,33,126,166,241,215,21,163,0,370,54,63,211,196,96,0,89,449,50,178,0,63,161,63,0,0,98,240,169,192,88,19,0,0.0,7.0,234.0,40.0,218.0,21.0,36.0,128.0,38.0,84.0,72.0,0.0,125.0,54.0,62.0,221,551,6
450830231011,189,39,33,66,3,0,152,15,0,0,0,0,0,0,11,47,0,0,76,45,0,5,14,87,8,25,12,0,0,0,11,47,114,27,25,69,37,105,114,152,74,37,15,364,0,15,111,30,29,4,28,311,7,100,36,109,26,30,0,97,112,39,208,22,19,0,109,0.0,31.0,41.0,5.0,95.0,8.0,45.0,7.0,29.0,43.0,10.0,0.0,82.0,88.0,54.0,74,412,0
450830231013,101,36,29,0,0,0,75,31,0,0,0,0,0,0,0,20,0,0,43,0,0,21,0,48,23,0,11,0,0,0,0,26,86,0,0,43,11,20,92,75,43,11,31,79,6,0,84,37,82,0,56,87,8,11,71,19,48,0,0,52,10,32,86,64,28,0,43,0.0,9.0,76.0,56.0,0.0,10.0,0.0,0.0,13.0,0.0,71.0,0.0,41.0,23.0,45.0,11,238,0
450830231012,55,189,62,9,54,0,229,18,0,0,0,0,0,0,24,96,0,0,161,9,0,8,16,55,0,0,0,0,0,48,0,72,79,101,39,30,0,230,97,229,60,0,0,622,18,0,419,11,60,23,139,215,0,23,9,90,35,0,0,38,27,201,276,54,20,0,84,0.0,0.0,158.0,0.0,104.0,114.0,0.0,16.0,88.0,53.0,9.0,0.0,121.0,21.0,0.0,246,321,49
450830231023,245,62,97,12,0,0,66,12,0,0,0,0,0,0,17,73,8,0,0,16,14,47,32,83,0,49,22,55,0,14,0,84,162,30,0,63,63,114,174,66,14,126,0,295,9,0,180,84,28,7,39,246,30,155,0,27,155,42,0,63,27,87,133,145,39,0,68,0.0,0.0,110.0,31.0,56.0,36.0,0.0,77.0,96.0,66.0,119.0,14.0,0.0,57.0,8.0,126,360,8
450830231024,245,123,37,50,0,6,166,0,0,6,0,0,0,0,66,57,15,0,11,0,0,68,68,105,5,26,5,30,5,59,12,73,240,5,0,16,56,143,246,166,6,66,6,257,30,11,147,79,21,0,40,472,41,62,25,115,150,78,6,0,233,120,226,31,23,0,64,0.0,12.0,163.0,0.0,39.0,86.0,0.0,0.0,5.0,23.0,120.0,0.0,127.0,24.0,4.0,216,399,3
450830239003,180,133,81,15,49,0,166,26,0,0,0,0,0,0,32,33,34,0,45,0,0,69,109,17,47,4,16,45,7,23,58,65,195,11,14,35,57,110,268,166,34,72,0,459,164,6,84,183,36,0,91,491,57,95,0,69,186,13,0,37,105,85,272,101,50,0,73,6.0,13.0,158.0,41.0,92.0,34.0,13.0,47.0,17.0,21.0,150.0,0.0,82.0,119.0,30.0,108,480,18
450830232022,121,62,39,52,34,0,135,40,0,0,0,0,0,0,34,72,20,0,0,0,0,9,46,64,15,0,0,25,23,54,7,65,134,23,0,4,21,126,197,135,0,25,0,278,41,0,130,183,67,0,107,507,0,25,0,28,18,0,0,0,39,32,255,106,40,11,4,0.0,202.0,275.0,0.0,120.0,44.0,0.0,0.0,82.0,12.0,27.0,28.0,9.0,19.0,0.0,41,358,61
450830232021,90,31,13,0,0,0,134,0,0,0,0,0,0,0,19,7,0,0,3,0,0,12,21,40,0,0,9,23,0,0,7,34,58,0,3,0,32,26,73,134,3,32,0,59,12,0,14,0,3,0,79,115,30,12,0,55,63,32,0,11,58,47,124,28,0,0,3,0.0,27.0,40.0,29.0,33.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,22.0,0.0,15.0,73,176,12
450830228012,331,94,55,53,0,0,128,0,0,0,0,0,0,0,32,65,21,0,0,0,0,104,174,101,21,0,0,0,15,25,34,80,379,0,0,0,15,118,400,128,0,15,0,264,41,0,65,48,0,0,62,564,110,15,0,66,403,0,0,18,32,53,216,250,92,0,17,0.0,60.0,51.0,53.0,87.0,60.0,27.0,9.0,97.0,52.0,94.0,0.0,103.0,40.0,10.0,0,629,32
450830228011,198,60,9,0,0,32,278,16,0,0,0,0,0,0,26,0,0,0,0,0,45,56,70,30,24,0,0,48,0,6,26,0,174,0,0,45,48,26,196,278,45,48,0,309,11,75,76,78,0,0,68,191,90,36,7,135,170,57,0,65,186,100,150,92,0,0,43,0.0,45.0,131.0,0.0,45.0,31.0,0.0,29.0,10.0,24.0,143.0,0.0,84.0,62.0,0.0,223,342,15
450830228013,170,71,93,75,16,38,54,17,0,0,0,0,0,0,25,196,27,0,0,0,0,14,39,131,31,0,0,0,0,45,60,159,199,0,0,0,0,248,232,54,0,0,0,675,37,0,105,70,78,0,54,822,0,30,0,0,42,15,0,20,25,40,80,176,158,35,13,0.0,63.0,86.0,60.0,147.0,107.0,0.0,37.0,80.0,105.0,128.0,61.0,25.0,92.0,0.0,56,450,13
450830206011,158,125,137,0,66,0,152,77,36,0,0,0,0,0,0,75,66,0,89,0,0,35,0,36,31,6,65,68,15,38,48,55,102,70,0,102,71,163,164,152,67,154,51,490,94,22,286,167,218,185,67,275,16,215,0,63,70,72,20,68,112,139,228,187,17,0,174,0.0,0.0,173.0,12.0,125.0,126.0,25.0,80.0,65.0,110.0,119.0,0.0,84.0,104.0,0.0,294,313,71
450830206012,104,24,17,49,0,0,106,17,0,0,0,0,0,0,0,19,0,0,56,13,0,31,0,0,0,5,0,70,0,0,19,0,31,28,41,0,75,19,31,106,69,75,17,228,0,8,45,102,71,23,21,13,7,135,18,77,45,26,0,24,49,66,126,6,46,0,68,0.0,19.0,145.0,0.0,46.0,0.0,33.0,26.0,15.0,0.0,18.0,0.0,8.0,18.0,13.0,160,148,9
450830206033,84,60,50,34,0,0,78,0,0,0,0,0,0,0,24,18,0,9,9,11,0,27,10,63,8,29,20,0,0,16,68,10,56,11,0,18,49,51,119,78,20,38,0,221,84,0,46,127,11,0,29,223,14,38,0,49,75,22,0,79,0,100,81,26,10,10,59,0.0,14.0,69.0,0.0,36.0,17.0,0.0,18.0,40.0,19.0,0.0,0.0,9.0,28.0,32.0,146,160,0
450830206031,168,24,19,0,0,10,67,11,0,0,0,0,0,0,8,0,10,0,35,0,0,17,0,92,0,21,9,29,0,0,10,8,109,0,0,46,48,26,120,67,27,59,0,93,25,19,9,51,22,0,29,230,50,94,0,19,51,15,0,15,68,61,87,68,0,0,80,0.0,17.0,124.0,45.0,17.0,11.0,0.0,0.0,42.0,0.0,39.0,0.0,110.0,11.0,10.0,108,114,67
450830213012,182,104,0,0,0,0,415,67,0,0,0,0,0,0,32,20,0,0,44,0,0,34,9,69,0,16,39,23,0,34,0,18,112,36,0,8,78,52,163,415,44,78,16,139,0,9,151,74,79,0,69,190,0,60,13,337,91,26,27,74,131,233,200,130,0,0,77,0.0,0.0,140.0,34.0,25.0,14.0,0.0,53.0,24.0,51.0,47.0,0.0,7.0,63.0,21.0,200,506,53
450830220041,38,46,62,0,0,0,92,36,0,0,0,0,0,0,0,17,0,0,95,0,0,12,0,13,0,0,0,9,0,0,17,0,25,0,34,61,9,62,61,92,50,9,0,227,0,0,107,10,47,0,48,108,0,12,0,44,31,18,0,34,55,25,74,75,0,11,93,0.0,0.0,95.0,0.0,34.0,0.0,6.0,7.0,35.0,12.0,45.0,0.0,0.0,12.0,13.0,79,189,0
450830220043,123,51,21,35,0,0,111,6,0,0,0,0,0,14,0,21,0,0,22,0,0,75,15,48,35,0,0,0,0,35,0,35,138,0,0,22,0,35,179,111,22,0,0,121,34,0,0,112,0,0,87,182,0,22,0,24,210,0,28,32,109,30,141,35,0,0,20,0.0,6.0,166.0,0.0,56.0,0.0,0.0,0.0,35.0,0.0,20.0,0.0,6.0,12.0,0.0,55,174,6
450830223023,305,94,78,84,0,0,152,0,0,0,0,0,0,0,0,85,20,0,11,0,0,93,33,136,0,0,23,123,37,0,24,81,262,41,0,34,119,105,303,152,11,142,0,325,84,55,0,294,0,0,55,717,0,194,55,42,102,23,0,35,56,71,226,235,33,57,38,0.0,137.0,151.0,32.0,133.0,0.0,52.0,59.0,79.0,102.0,127.0,0.0,81.0,58.0,50.0,0,689,0
450830223022,66,64,115,0,24,0,155,8,0,0,0,0,0,0,42,22,93,0,14,0,0,0,11,55,0,32,0,0,0,18,5,134,66,0,7,14,25,157,66,155,14,32,8,273,14,21,15,112,32,0,97,440,31,52,20,37,7,25,0,50,82,45,161,90,4,0,49,0.0,12.0,55.0,0.0,180.0,29.0,0.0,6.0,55.0,17.0,55.0,17.0,32.0,93.0,110.0,0,432,0
450830223021,222,42,41,44,0,0,143,39,0,0,0,0,0,0,0,48,24,0,0,0,0,12,126,32,34,16,40,17,0,7,37,41,191,0,0,0,73,72,243,143,0,73,0,185,22,0,106,90,0,0,46,352,35,30,8,97,165,81,0,0,184,59,130,111,30,17,0,0.0,0.0,130.0,56.0,122.0,81.0,0.0,0.0,12.0,0.0,45.0,0.0,40.0,112.0,12.0,35,472,0
450830234041,613,384,512,56,45,3,178,48,0,0,0,0,0,18,97,389,168,52,70,15,0,79,216,314,105,2,44,44,0,180,140,374,692,23,0,160,44,672,714,178,137,90,48,1411,64,3,666,535,166,46,65,1832,57,238,61,110,253,0,0,57,230,123,514,560,292,63,33,0.0,258.0,455.0,53.0,338.0,325.0,18.0,302.0,286.0,163.0,330.0,0.0,111.0,68.0,247.0,224,1326,184
450830234042,244,217,157,61,15,3,286,66,0,2,0,0,0,0,60,151,49,0,20,11,0,72,74,137,91,0,25,6,1,113,54,113,354,0,0,31,32,263,419,286,28,32,23,650,26,21,295,186,8,0,146,822,30,54,72,119,239,58,22,41,116,116,320,292,104,62,7,0.0,75.0,302.0,29.0,95.0,70.0,37.0,84.0,137.0,58.0,214.0,31.0,31.0,118.0,3.0,175,843,27
450830220033,299,117,90,25,9,3,200,0,0,4,0,0,0,0,14,41,13,0,74,40,9,157,58,24,41,0,9,63,0,54,14,34,246,43,0,80,72,100,280,200,91,72,4,342,42,0,163,97,81,20,123,342,48,134,0,77,261,175,0,75,215,70,170,185,14,18,84,0.0,12.0,209.0,71.0,98.0,26.0,0.0,27.0,67.0,8.0,110.0,0.0,113.0,33.0,0.0,55,603,80
450830220031,159,69,113,0,5,0,100,10,0,0,0,0,0,0,17,59,11,0,36,0,0,60,38,72,7,0,27,19,0,10,0,88,166,0,36,10,36,123,187,100,0,46,0,239,26,0,104,85,10,0,9,341,55,35,0,91,175,50,0,0,30,48,123,194,53,8,36,0.0,8.0,87.0,0.0,31.0,9.0,36.0,5.0,35.0,137.0,88.0,0.0,23.0,26.0,30.0,79,362,8
450830220032,106,169,6,14,54,9,86,0,0,0,0,0,0,0,7,10,7,6,173,0,0,11,36,61,7,10,28,0,2,0,0,24,115,21,65,95,38,35,115,86,168,40,0,495,0,9,33,104,96,30,55,193,22,202,0,22,69,24,0,11,136,121,84,63,20,9,121,0.0,10.0,82.0,43.0,66.0,75.0,0.0,18.0,32.0,17.0,31.0,45.0,0.0,20.0,0.0,198,237,7
450830235002,167,49,65,76,0,56,110,0,0,0,0,0,0,0,0,152,18,0,19,56,0,48,93,19,0,8,0,0,0,35,29,116,150,0,0,75,8,226,160,110,19,8,0,701,8,0,131,96,0,67,68,514,0,27,0,42,141,0,0,27,29,48,214,142,40,23,83,0.0,15.0,136.0,55.0,59.0,0.0,0.0,18.0,25.0,104.0,119.0,8.0,11.0,84.0,6.0,19,504,0
450830239001,309,149,52,0,0,0,134,0,0,0,0,0,0,0,42,104,0,0,0,0,0,75,148,104,0,17,0,20,0,32,0,114,327,0,0,17,20,146,327,134,0,37,0,205,36,12,90,33,12,0,12,519,64,20,0,110,344,17,0,55,23,101,260,173,16,16,27,0.0,94.0,186.0,12.0,84.0,34.0,21.0,0.0,0.0,29.0,29.0,12.0,60.0,27.0,19.0,41,603,0
450830239002,192,58,95,32,38,7,238,26,20,0,0,0,0,0,50,13,52,7,39,20,3,40,26,69,26,18,30,21,8,37,32,61,146,12,9,53,72,123,188,238,61,77,19,450,69,19,152,126,82,9,124,392,37,157,53,95,80,63,0,92,104,149,242,94,25,0,106,0.0,46.0,182.0,0.0,142.0,60.0,0.0,19.0,46.0,43.0,151.0,14.0,22.0,51.0,68.0,167,517,4
450830222012,179,207,109,9,29,8,217,71,0,0,0,0,0,0,4,129,17,45,78,26,0,33,68,54,0,15,43,29,0,21,37,101,146,0,9,140,87,168,183,217,131,79,51,540,10,0,114,133,43,116,85,447,73,190,38,132,131,96,0,76,201,80,199,137,129,7,40,0.0,50.0,100.0,42.0,110.0,68.0,6.0,64.0,42.0,62.0,141.0,0.0,128.0,45.0,0.0,166,640,0
450830222013,118,110,65,34,18,10,259,0,0,0,0,0,0,0,17,111,59,0,28,0,0,30,34,22,25,0,17,12,0,0,48,154,96,11,8,9,29,187,111,259,28,29,0,451,45,53,35,72,19,0,82,410,21,38,21,124,159,25,0,8,155,98,137,70,79,67,55,0.0,0.0,159.0,0.0,113.0,23.0,0.0,29.0,138.0,95.0,88.0,43.0,56.0,29.0,29.0,42,526,0
450830226002,167,43,37,0,18,0,149,11,16,0,0,0,0,0,19,34,12,0,28,0,0,37,57,36,0,6,30,6,0,0,12,53,130,12,0,16,42,65,157,149,28,42,0,191,0,24,54,42,23,5,45,251,45,20,0,80,135,49,0,17,150,83,84,60,39,8,35,6.0,17.0,78.0,0.0,63.0,5.0,0.0,16.0,23.0,43.0,64.0,5.0,59.0,12.0,10.0,0,441,0
450830226001,162,58,38,27,0,23,105,13,0,0,0,0,0,0,35,4,20,33,15,9,15,81,35,41,5,5,10,0,0,7,28,40,146,0,0,77,10,107,175,105,24,15,0,325,40,9,95,85,6,0,50,259,22,28,0,46,215,15,0,35,62,57,170,62,12,28,39,0.0,13.0,68.0,0.0,117.0,14.0,0.0,34.0,15.0,37.0,27.0,27.0,90.0,23.0,6.0,16,395,15
450830208001,135,109,44,0,0,18,134,46,0,0,0,0,0,0,0,11,0,40,112,30,0,15,0,14,0,29,25,30,0,0,0,13,27,77,27,97,65,19,75,134,174,84,0,455,42,47,58,53,155,0,69,107,25,159,0,18,19,36,0,170,205,60,34,17,0,0,250,0.0,15.0,72.0,0.0,23.0,10.0,0.0,9.0,24.0,5.0,77.0,0.0,98.0,15.0,9.0,437,45,4
450830214021,238,90,218,44,19,11,136,24,0,0,0,0,0,0,116,119,29,0,0,12,0,49,73,72,24,28,15,45,38,55,79,139,209,29,0,21,88,264,250,136,12,118,0,551,48,39,283,290,16,0,50,560,65,121,0,47,160,91,0,65,181,35,291,146,56,6,48,9.0,39.0,307.0,56.0,120.0,78.0,0.0,75.0,66.0,111.0,85.0,0.0,73.0,13.0,49.0,168,443,117
450830214022,110,65,0,0,4,0,68,0,0,0,10,0,0,0,0,46,0,0,9,0,0,33,48,28,4,0,0,11,0,14,0,36,109,0,0,9,11,46,123,68,9,11,0,60,4,0,63,36,6,0,27,187,11,16,33,41,98,17,14,16,47,39,64,80,11,0,46,0.0,22.0,65.0,0.0,28.0,7.0,0.0,0.0,4.0,49.0,9.0,0.0,25.0,17.0,15.0,60,190,0
450830221011,229,165,23,25,13,0,121,39,0,0,0,0,0,0,46,90,0,0,0,12,0,86,96,78,13,0,0,34,0,41,0,95,273,24,0,12,10,136,304,121,12,34,8,284,28,12,75,105,0,0,34,554,6,46,13,75,251,25,8,32,41,31,159,122,65,165,0,0.0,34.0,92.0,10.0,80.0,17.0,0.0,76.0,86.0,92.0,88.0,12.0,12.0,21.0,19.0,45,564,0
450830220051,513,245,83,122,0,12,263,59,0,0,0,0,0,0,31,203,34,0,162,33,0,112,67,254,79,0,0,0,0,15,46,219,500,12,0,183,0,284,571,263,179,0,0,755,13,0,240,283,28,0,199,1089,0,167,0,64,364,44,0,19,27,198,101,531,301,120,45,21.0,144.0,420.0,87.0,101.0,29.0,42.0,65.0,134.0,158.0,265.0,0.0,231.0,19.0,26.0,198,1024,12
450830238022,239,135,64,65,0,0,146,21,0,0,0,0,0,0,39,81,27,0,0,15,0,17,80,71,33,25,44,71,0,43,0,129,176,17,0,15,123,147,252,146,15,96,14,288,32,0,0,268,21,31,37,704,31,107,0,109,90,25,0,34,136,63,230,140,58,9,0,0.0,78.0,269.0,38.0,97.0,95.0,0.0,13.0,36.0,63.0,69.0,9.0,70.0,48.0,0.0,0,638,32
450830238023,206,58,158,48,21,0,40,42,0,0,0,0,0,0,46,67,51,0,39,0,14,29,85,76,57,0,15,12,0,57,51,76,227,10,0,53,17,164,299,40,53,17,0,423,22,0,174,250,0,13,22,590,26,77,29,18,174,27,0,0,18,68,177,119,140,51,16,0.0,35.0,210.0,32.0,167.0,51.0,30.0,34.0,100.0,74.0,197.0,0.0,48.0,104.0,18.0,5,537,0
450830238021,117,64,41,10,6,45,127,0,0,0,0,0,0,0,20,51,10,0,34,0,0,67,48,40,0,0,0,0,13,10,55,16,155,0,0,34,13,81,155,127,34,13,0,370,0,0,125,82,27,0,55,176,28,42,0,72,182,43,0,0,138,38,150,76,0,8,45,0.0,6.0,161.0,0.0,38.0,0.0,0.0,0.0,41.0,27.0,67.0,45.0,0.0,0.0,0.0,7,383,0
